date,value real,value linear,value est,chatgpt visits real,chatgpt linear,chatgpt est,dalle visits,dalle linear,dalle est,stabdif visits,stabdif linear,stabdif est
2022-07-09,,260.1,263.1800264,,,,,,,,,
2022-07-08,,258.8,263.1140079,,,,,,,,,
2022-07-07,,257.5,257.1842024,,,,,,,,,
2022-07-06,,256.2,255.4952607,,,,,,,,,
2022-07-05,,254.9,255.0785782,,,,,,,,,
2022-07-04,,253.6,253.0435735,,,,,,,,,
2022-07-03,,252.3,253.523072,,,,,,,,,
2022-07-02,,251,247.7569216,,,,,,,,,
2022-07-01,251,251,248.0270765,,,,,,,,,
2022-06-30,,249.9,254.3381229,,,,,,,,,
2022-06-29,,248.8,254.4614369,,,,,,,,,
2022-06-28,,247.7,251.7284311,,,,,,,,,
2022-06-27,,246.6,249.1385293,,,,,,,,,
2022-06-26,,245.5,242.5915588,,,,,,,,,
2022-06-25,,244.4,245.8574676,,,,,,,,,
2022-06-24,,243.3,241.0672403,,,,,,,,,
2022-06-23,,242.2,242.8601721,,,,,,,,,
2022-06-22,,241.1,241.6280516,,,,,,,,,
2022-06-21,,240,241.4884155,,,,,,,,,
2022-06-20,,238.9,236.6765246,,,,,,,,,
2022-06-19,,237.8,239.4629574,,,,,,,,,
2022-06-18,,236.7,232.5288872,,,,,,,,,
2022-06-17,,235.6,236.6786662,,,,,,,,,
2022-06-16,,234.5,233.1535998,,,,,,,,,
2022-06-15,,233.4,230.32608,,,,,,,,,
2022-06-14,,232.3,227.707824,,,,,,,,,
2022-06-13,,231.2,234.1523472,,,,,,,,,
2022-06-12,,230.1,229.3157042,,,,,,,,,
2022-06-11,,229,228.0947112,,,,,,,,,
2022-06-10,,227.9,224.9584134,,,,,,,,,
2022-06-09,,226.8,228.247524,,,,,,,,,
2022-06-08,,225.7,231.4642572,,,,,,,,,
2022-06-07,,224.6,223.6592772,,,,,,,,,
2022-06-06,,223.5,221.5477831,,,,,,,,,
2022-06-05,,222.4,221.1443349,,,,,,,,,
2022-06-04,,221.3,226.2533005,,,,,,,,,
2022-06-03,,220.2,225.0159901,,,,,,,,,
2022-06-02,,219.1,225.874797,,,,,,,,,
2022-06-01,218,218,216.3624391,,,,,,,,,
